,GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,fire_per_tract,total_males,total_females,total_pop,pop_above_25,educ_pop_above_25_HS_or_above,educ_pop_above_25_bach_or_above,med_income_past_12_month,num_HH,total_fam_HH_householder,total_nonfam_HH_householder,total_pop_over16,total_pop_over16_labor_force,total_pop_over16_NOT_labor_force,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,av_HH_size_total,av_HH_size_owner,av_HH_size_renter,med_yr_built,med_rent,med_house_value_owner,male_per_HH,female_per_HH,educ_HS_per_HH,educ_bach_per_HH,med_pop_per_HH,famHH_per_HH,non-famHH_per_HH,pop_over16_per_HH,pop_over16_labor_force_per_HH,pop_over16_NOT_labor_force_per_HH,occupied_HH_per_total_housing_units,vacancy_per_total_housing_unit,prediction,fire_score
483,G1700310040402,2011-2015,Illinois,17,Cook County,31,40402,"Census Tract 404.02, Cook County, Illinois",23,2617,2425,5042,4065,3908,2875,0.796008489,2510,922,1588,4221,3650,571,2605,2510,95,2.01,-0.330785471,-1.26339391,-0.487407924,0.304620834,1.404369666,-0.349668781,-1.169703638,0.208829472,1.510062208,-0.666504403,-1.280555292,1.280555292,1.681673307,0.105949839,-0.579696137,1.128859006,-1.128859006,23.00838617,0.009166688
484,G1700310050600,2011-2015,Illinois,17,Cook County,31,50600,"Census Tract 506, Cook County, Illinois",23,1309,1062,2371,1722,1673,1345,1.729570535,1035,443,592,2110,1711,399,1140,1035,105,2.29,-0.65515885,-0.550697601,-0.686594065,1.799258957,1.419671739,-0.115897942,-1.024221504,0.349046372,1.902926915,-0.435624439,-0.922078517,0.922078517,2.038647343,0.702082768,-0.424182851,0.51154531,-0.51154531,23.9615484,0.023151254
485,G1700310070500,2011-2015,Illinois,17,Cook County,31,70500,"Census Tract 705, Cook County, Illinois",23,1550,1587,3137,2307,2152,1650,2.770971648,1319,578,741,2674,1942,732,1365,1319,46,2.2,-0.330785471,-1.235445035,2.035616525,1.60415468,3.081476855,-0.210205877,-0.594465959,0.384691793,1.779102722,-0.364004015,-0.861879527,0.861879527,2.027293404,0.160315338,-0.257409434,1.159578779,-1.159578779,19.14729177,0.014516521
486,G1700310071400,2011-2015,Illinois,17,Cook County,31,71400,"Census Tract 714, Cook County, Illinois",23,2120,2459,4579,3740,3613,2926,0.738695418,2829,625,2204,4179,3088,1091,3110,2829,281,1.52,-1.430834322,-1.696601471,-0.686594065,1.060649908,0.802998201,-0.658319666,-1.404904928,-0.451164568,1.226741703,-0.985883355,-2.145340309,2.145340309,1.477200424,-0.980600281,-0.424043699,0.530979614,-0.530979614,37.96059816,0.01341838
487,G1700310160602,2011-2015,Illinois,17,Cook County,31,160602,"Census Tract 1606.02, Cook County, Illinois",23,1851,2119,3970,2802,2302,946,0.137850828,1521,819,702,3183,2451,732,1640,1521,119,2.61,-0.598746088,0.161998708,-0.686594065,-0.134363789,-0.111300654,-0.166178922,-0.133452823,0.10625076,0.175535957,-0.174255294,-0.269716492,0.269716492,2.09270217,0.577136592,-0.329945093,0.728396876,-0.728396876,28.7691819,0.01891465
488,G1700310170800,2011-2015,Illinois,17,Cook County,31,170800,"Census Tract 1708, Cook County, Illinois",23,1722,2053,3775,2773,2397,690,0.392705462,1389,959,430,3214,2112,1102,1473,1389,84,2.72,-0.006412091,-0.215311103,0.375732019,-0.266755977,-0.084522027,-0.1422042,0.072520859,0.606770205,-0.143651017,-0.086131061,0.627902593,-0.627902593,2.313894888,0.304709202,-0.02277661,0.900758264,-0.900758264,24.78988251,0.017847288
489,G1700310191200,2011-2015,Illinois,17,Cook County,31,191200,"Census Tract 1912, Cook County, Illinois",23,1791,2146,3937,2036,842,124,-0.51182299,957,837,120,2686,1824,862,1073,957,116,4.11,1.07953357,2.49572976,-0.686594065,-0.325984062,-0.203878195,0.522709987,1.927420183,-1.388169154,-1.079775622,1.056672582,1.715840267,-1.715840267,2.806687565,1.459593592,0.08287718,0.333987439,-0.333987439,28.15702189,0.029422175
490,G1700310200401,2011-2015,Illinois,17,Cook County,31,200401,"Census Tract 2004.01, Cook County, Illinois",23,2104,1997,4101,2508,1190,197,-0.514085348,1047,912,135,2875,2013,862,1113,1047,66,3.92,2.616781324,1.098286017,-0.686594065,-0.245851948,-0.200052677,0.668040243,1.114318187,-0.782642291,-0.930416671,0.895422723,1.694883007,-1.694883007,2.745940783,1.509571727,0.006677302,0.875541606,-0.875541606,21.92692009,0.020942617
491,G1700310243100,2011-2015,Illinois,17,Cook County,31,243100,"Census Tract 2431, Cook County, Illinois",23,1350,1309,2659,2048,1603,1129,1.373475379,917,561,356,2251,1693,558,1017,917,100,2.9,0.191032574,0.287768645,-0.686594065,0.423077002,1.068489166,0.102456368,-0.050173305,0.659575078,1.728728312,0.062757002,0.163347737,-0.163347737,2.45474373,1.280659833,-0.204717708,0.442496964,-0.442496964,19.97032773,0.021777893
492,G1700310243200,2011-2015,Illinois,17,Cook County,31,243200,"Census Tract 2432, Cook County, Illinois",23,1084,1169,2253,1650,1400,1039,1.789485317,900,437,463,1867,1720,147,1013,900,113,2.49,-0.697468421,-0.019668978,-0.421012544,0.896901676,1.803753769,-0.179354513,-0.362222925,0.205488596,1.53307373,-0.261670594,-0.582222483,0.582222483,2.074444444,1.475039476,-0.642836226,0.295799933,-0.295799933,20.76083913,0.023067599
493,G1700310381900,2011-2015,Illinois,17,Cook County,31,381900,"Census Tract 3819, Cook County, Illinois",23,613,726,1339,866,738,268,-0.429322333,561,258,303,1086,630,456,665,561,104,2.39,-0.838500325,-0.201336665,0.64131354,-0.932200923,-0.200052677,-0.296977135,-0.373801125,-0.360651315,-0.192197149,-0.357052509,-0.73380624,0.73380624,1.935828877,-0.886388243,-0.00362724,-0.201730019,0.201730019,38.40984181,0.068466741
494,G1700310390600,2011-2015,Illinois,17,Cook County,31,390600,"Census Tract 3906, Cook County, Illinois",23,807,1052,1859,1322,1278,932,0.732473934,835,458,377,1525,1145,380,928,835,93,2.22,-0.034618472,-1.123649536,-0.686594065,0.043320463,2.78232133,-0.429831616,-0.456883802,0.146488137,1.435489473,-0.488400224,-0.210403442,0.210403442,1.826347305,-0.142520089,-0.355702874,0.421558846,-0.421558846,19.58739228,0.023457955
495,G1700310400400,2011-2015,Illinois,17,Cook County,31,400400,"Census Tract 4004, Cook County, Illinois",23,698,1120,1818,1016,855,248,-0.789527439,715,400,315,1334,911,423,944,715,229,2.51,-1.853930034,0.287768645,0.574918159,-0.12042777,-1.07609635,-0.419562437,0.287018064,-0.642966702,-0.525829835,-0.229481539,-0.14579724,0.14579724,1.865734266,-0.433554842,-0.221347557,-1.158083851,1.158083851,48.00008792,0.06713299
496,G1700310611200,2011-2015,Illinois,17,Cook County,31,611200,"Census Tract 6112, Cook County, Illinois",23,1330,1110,2440,1408,933,89,-0.812490373,624,486,138,1873,1018,855,804,624,180,3.73,2.856535561,1.014439392,-0.686594065,-0.855552814,-1.027129717,0.796300035,0.802472007,0.063124944,-1.046488567,0.889980091,1.150191613,-1.150191613,3.001602564,0.636973801,0.54489902,-0.950553947,0.950553947,32.5761065,0.052205299
497,G1700310650400,2011-2015,Illinois,17,Cook County,31,650400,"Census Tract 6504, Cook County, Illinois",23,3178,3397,6575,3917,2577,436,0.045810562,1675,1319,356,4855,3071,1784,1733,1675,58,3.92,1.911621804,0.37161527,0.508522779,0.137388597,-0.670591418,0.549907312,1.407229506,0.165281535,-0.746495483,0.902354034,1.201087903,-1.201087903,2.898507463,1.242292615,0.244616194,1.162149127,-1.162149127,25.73417988,0.015363689
498,G1700310740200,2011-2015,Illinois,17,Cook County,31,740200,"Census Tract 7402, Cook County, Illinois",23,3146,3320,6466,3865,3639,1579,1.619092051,1941,1471,470,5175,3075,2100,1985,1941,44,2.96,0.148723003,1.168158204,0.442127399,-0.005455606,-0.021783528,0.258884803,0.636518226,0.958426432,0.663852571,0.416047165,1.026211178,-1.026211178,2.666151468,0.495622708,0.26119123,1.287546252,-1.287546252,23.49554384,0.012104865
499,G1700310823001,2011-2015,Illinois,17,Cook County,31,823001,"Census Tract 8230.01, Cook County, Illinois",23,3097,3154,6251,3890,3363,692,-0.410544761,2459,1325,1134,4722,2895,1827,2586,2459,127,2.37,-0.65515885,-0.327106602,1.770035004,-0.43747222,-0.869518366,-0.12145447,-0.40166512,-0.237726356,-0.69265977,-0.229945714,-0.267499144,0.267499144,1.920292802,-0.723649999,-0.072369689,0.988588083,-0.988588083,34.56685607,0.014057282
500,G1700310832200,2011-2015,Illinois,17,Cook County,31,832200,"Census Tract 8322, Cook County, Illinois",23,1586,1883,3469,2601,2530,2062,2.092037999,1541,564,977,2800,2480,320,1649,1541,108,2.25,-0.471817375,-0.71839085,-0.686594065,1.220914136,2.487756427,-0.363801732,-0.548967034,0.408870614,2.001272079,-0.4681095,-1.288438359,1.288438359,1.817001947,0.570858576,-0.599214546,0.806805108,-0.806805108,22.72470417,0.014746726
501,G1700310031501,2011-2015,Illinois,17,Cook County,31,31501,"Census Tract 315.01, Cook County, Illinois",22,1851,1802,3653,3009,2556,1273,-0.949476153,1648,631,1017,3181,1737,1444,1923,1648,275,1.8,-1.261596037,-1.151598411,0.84049968,-1.078529131,-0.075340783,-0.264887768,-0.860762291,0.194675857,0.559206469,-0.496357518,-1.188658953,1.188658953,1.930218447,-1.093101883,0.058747826,-0.053215318,0.053215318,34.90302497,0.02117902
502,G1700310140100,2011-2015,Illinois,17,Cook County,31,140100,"Census Tract 1401, Cook County, Illinois",22,1884,1759,3643,2299,1399,449,-0.492215887,1152,703,449,2780,1880,900,1270,1152,118,3.16,-0.175650376,0.958541642,-0.686594065,-0.103007745,-0.131958453,0.274254459,0.191106982,-0.599086514,-0.416449284,0.277754636,0.154283849,-0.154283849,2.413194444,0.638574384,-0.034710985,0.502578867,-0.502578867,30.09887315,0.026127494
503,G1700310160400,2011-2015,Illinois,17,Cook County,31,160400,"Census Tract 1604, Cook County, Illinois",22,2716,2395,5111,3571,2565,1021,-0.253876467,1882,1158,724,4098,2863,1235,2072,1882,190,2.71,-0.429507804,0.31571752,-0.686594065,-0.190107869,0.550513999,0.071884374,-0.42606003,-0.24885192,-0.027020085,-0.087812897,0.184171242,-0.184171242,2.177470776,0.306913352,-0.157762934,0.516054711,-0.516054711,25.27517027,0.013429952
504,G1700310160700,2011-2015,Illinois,17,Cook County,31,160700,"Census Tract 1607, Cook County, Illinois",22,2935,3247,6182,4534,3695,1820,0.479278363,2053,1460,593,4936,3209,1727,2445,2053,392,2.93,0.092310241,0.497385207,-0.686594065,0.308104839,0.415855757,0.057643299,0.323792587,0.78153888,0.849985356,0.1540512,0.75034881,-0.75034881,2.40428641,0.432231614,0.024296917,-0.245403942,0.245403942,26.37630427,0.012847688
505,G1700310210100,2011-2015,Illinois,17,Cook County,31,210100,"Census Tract 2101, Cook County, Illinois",22,1747,1733,3480,2484,2007,958,-0.278875523,1354,777,577,2796,1781,1015,1578,1354,224,2.57,-0.598746088,0.092126521,-0.686594065,0.311588844,0.461761976,-0.089040868,-0.408274974,0.032659521,0.393701519,-0.206966938,-0.060652323,0.060652323,2.064992614,-0.309999659,-0.065829226,-0.041522082,0.041522082,31.12857848,0.022990088
506,G1700310221500,2011-2015,Illinois,17,Cook County,31,221500,"Census Tract 2215, Cook County, Illinois",22,1334,1276,2610,2169,1853,803,-0.416276068,1348,514,834,2365,1640,725,1549,1348,201,1.94,-1.148770514,-0.983905162,-0.686594065,-0.493216299,1.46404775,-0.405468637,-1.217139871,-0.221217302,0.108582863,-0.725901689,-1.198007745,1.198007745,1.754451039,-0.605867638,-0.274270016,0.093738561,-0.093738561,29.13103262,0.021610558
507,G1700310242900,2011-2015,Illinois,17,Cook County,31,242900,"Census Tract 2429, Cook County, Illinois",22,855,801,1656,1317,1226,772,0.487385146,827,254,573,1389,1167,222,912,827,85,2,-0.612849279,-1.179547286,-0.686594065,0.461401057,1.249053626,-0.358901704,-1.163817508,0.033112355,0.9697758,-0.671699442,-1.63612479,1.63612479,1.679564692,-0.023066696,-0.539394922,0.49937931,-0.49937931,28.71923466,0.034727007
508,G1700310243400,2011-2015,Illinois,17,Cook County,31,243400,"Census Tract 2434, Cook County, Illinois",22,1468,1451,2919,2368,2082,1249,1.046903996,1327,533,794,2659,1994,665,1433,1327,106,2.2,-0.838500325,-0.634544226,-0.686594065,0.92825772,0.781575299,-0.282701648,-0.860768949,0.237084664,0.989473366,-0.510213809,-1.077790791,1.077790791,2.003767898,0.251132995,-0.310391877,0.712755532,-0.712755532,28.54825492,0.02151338
509,G1700310301801,2011-2015,Illinois,17,Cook County,31,301801,"Census Tract 3018.01, Cook County, Illinois",22,2080,2000,4080,2475,1049,51,-0.645075878,1104,967,137,2992,1689,1303,1234,1104,130,3.69,1.065430379,1.615340202,-0.686594065,-0.81026075,-0.913129274,0.535955609,0.881940513,-1.222256151,-1.292337337,0.714313689,1.723505231,-1.723505231,2.710144928,0.33279329,0.357970079,0.364606821,-0.364606821,29.44208289,0.026668553
510,G1700310350400,2011-2015,Illinois,17,Cook County,31,350400,"Census Tract 3504, Cook County, Illinois",22,628,1019,1647,708,527,20,-1.510088476,593,394,199,965,497,468,682,593,89,2.78,-0.020515282,0.245845333,0.375732019,-2.50697116,0.000251457,-0.332415331,0.655743679,-1.367252759,-1.324125863,-0.037328151,0.47428662,-0.47428662,1.627318718,-1.739982203,-0.026879657,0.085556839,-0.085556839,37.71723607,0.063604108
511,G1700310390200,2011-2015,Illinois,17,Cook County,31,390200,"Census Tract 3902, Cook County, Illinois",22,827,794,1621,1144,1068,578,-0.401382211,833,392,441,1348,1018,330,876,833,43,1.94,-0.937222658,-1.207496161,0.442127399,-0.116943765,0.073854428,-0.402118581,-1.20113909,-0.43941214,0.358887206,-0.717898948,-0.67063172,0.67063172,1.618247299,-0.589473047,-0.413700412,0.988852575,-0.988852575,27.94102995,0.033542653
512,G1700310580501,2011-2015,Illinois,17,Cook County,31,580501,"Census Tract 5805.01, Cook County, Illinois",22,2943,2584,5527,3239,1927,390,-0.344672436,1429,1127,302,4229,2914,1315,1693,1429,264,3.86,1.700073948,1.573416889,-0.686594065,-0.702256596,-0.712672119,0.720593921,0.873843512,-0.282852137,-0.714322555,0.855177603,1.208180302,-1.208180302,2.959412176,1.858796075,0.102060785,-0.196684177,0.196684177,24.94415161,0.017455669
513,G1700310580600,2011-2015,Illinois,17,Cook County,31,580600,"Census Tract 5806, Cook County, Illinois",22,2596,2997,5593,2953,1473,357,-0.377438922,1459,1196,263,3990,2781,1209,1654,1459,195,3.83,1.516732472,1.629314639,-0.686594065,-0.806776745,-0.497677995,0.42569618,1.470533824,-1.082130181,-0.786293131,0.827107459,1.391741437,-1.391741437,2.734749829,1.460024926,0.011937685,0.225386809,-0.225386809,26.45695334,0.018133621
514,G1700310700402,2011-2015,Illinois,17,Cook County,31,700402,"Census Tract 7004.02, Cook County, Illinois",22,1947,2245,4192,2546,2229,699,0.655629172,1231,1038,193,3226,2322,904,1293,1231,62,3.41,0.811572952,1.056362704,0.508522779,1.708674829,-0.750162197,0.217654173,0.911367085,0.807288018,0.037539479,0.476693406,1.530417858,-1.530417858,2.620633631,1.400612199,-0.080855702,1.001459772,-1.001459772,25.69573791,0.020873873
515,G1700310710300,2011-2015,Illinois,17,Cook County,31,710300,"Census Tract 7103, Cook County, Illinois",22,542,759,1301,842,647,82,-0.985937823,562,328,234,1067,564,503,636,562,74,2.31,-0.66926204,-0.438902102,-0.686594065,-0.521088339,-0.926901139,-0.431993771,-0.236898068,-0.748055999,-1.038128278,-0.415876386,-0.002915253,0.002915253,1.898576512,-1.244253277,0.077254059,0.242515978,-0.242515978,42.71132542,0.0759988
516,G1700310720300,2011-2015,Illinois,17,Cook County,31,720300,"Census Tract 7203, Cook County, Illinois",22,1961,2063,4024,2600,2563,1438,2.187434097,1263,1025,238,3088,1973,1115,1365,1263,102,3.18,0.515405954,-0.005694541,-0.686594065,-0.005455606,0.624729052,0.187143028,0.449553444,1.322779773,1.492574749,0.297186048,1.343425027,-1.343425027,2.444972288,0.429460586,0.065248257,0.704383126,-0.704383126,19.46379311,0.015410763
517,G1700310828900,2011-2015,Illinois,17,Cook County,31,828900,"Census Tract 8289, Cook County, Illinois",22,1557,1816,3373,2040,1615,212,-0.578600258,1279,692,587,2578,1643,935,1590,1279,311,2.59,0.571818715,-0.71839085,0.64131354,-0.723160626,-1.11588174,-0.165763401,-0.06866849,-0.485183995,-0.987529533,-0.152079153,-0.25444054,0.25444054,2.015637217,-0.402179257,-0.084125487,-0.636741663,0.636741663,40.64897612,0.031781842
518,G1700310020801,2011-2015,Illinois,17,Cook County,31,20801,"Census Tract 208.01, Cook County, Illinois",21,2492,2268,4760,3501,2630,1134,-0.171979106,1956,1180,776,4022,2860,1162,2244,1956,288,2.43,-0.274372709,-0.383004352,-0.686594065,-0.09952374,0.698179002,-0.106115429,-0.700450569,-0.292084697,0.067937874,-0.318802385,0.113106998,-0.113106998,2.056237219,0.129873506,-0.218925418,0.109481704,-0.109481704,25.10700405,0.012835892
519,G1700310031000,2011-2015,Illinois,17,Cook County,31,31000,"Census Tract 310, Cook County, Illinois",21,1960,1841,3801,3031,2861,2062,0.642922261,1841,756,1085,3279,2800,479,2073,1841,232,2.06,-0.838500325,-0.955956287,-0.686594065,0.461401057,0.827481518,-0.326503445,-1.087525779,0.201930069,1.445370557,-0.62076832,-1.024697283,1.024697283,1.78109723,0.305890307,-0.54751957,0.291747374,-0.291747374,25.75616837,0.013990314
520,G1700310040600,2011-2015,Illinois,17,Cook County,31,40600,"Census Tract 406, Cook County, Illinois",21,1185,1511,2696,2031,1940,1444,0.8712696,1194,622,572,2235,1934,301,1363,1194,169,2.26,-0.020515282,-0.955956287,-0.686594065,0.405656978,2.340091423,-0.402470974,-0.443260762,0.368775976,1.673129097,-0.462526249,-0.373224701,0.373224701,1.871859296,0.602082684,-0.555482243,0.157758319,-0.157758319,19.76665428,0.016554987
521,G1700310050100,2011-2015,Illinois,17,Cook County,31,50100,"Census Tract 501, Cook County, Illinois",21,1250,1314,2564,2105,1982,1439,1.033782319,1170,473,697,2205,1805,400,1257,1170,87,2.19,-0.514126946,-0.844160787,-0.686594065,1.168654062,1.618598687,-0.32256986,-0.788859463,0.532043096,1.72548,-0.516963307,-1.062340747,1.062340747,1.884615385,0.371276893,-0.467118449,0.765550524,-0.765550524,24.37840293,0.020836242
522,G1700310081202,2011-2015,Illinois,17,Cook County,31,81202,"Census Tract 812.02, Cook County, Illinois",21,1475,1530,3005,2686,2650,1962,1.941591189,1833,756,1077,2812,1741,1071,2255,1833,422,1.64,-1.557763036,-1.598780409,0.442127399,1.642478735,2.567327206,-0.600104143,-1.48866006,-0.053559105,1.318747585,-0.968860718,-1.014110866,1.014110866,1.534097109,-1.405303008,-0.2285519,-0.542899106,0.542899106,29.7301496,0.016219394
523,G1700310110300,2011-2015,Illinois,17,Cook County,31,110300,"Census Tract 1103, Cook County, Illinois",21,2672,2585,5257,3852,3166,1125,0.787185292,1928,1244,684,4398,2945,1453,2069,1928,141,2.73,0.092310241,-0.914032974,0.242941258,-0.364308116,0.073089324,0.01162367,-0.260597287,0.409637436,0.077502402,-0.078864564,0.360934812,-0.360934812,2.281120332,0.325597162,-0.061892628,0.777350997,-0.777350997,23.1193895,0.011991385
524,G1700310130200,2011-2015,Illinois,17,Cook County,31,130200,"Census Tract 1302, Cook County, Illinois",21,779,841,1620,1182,1128,672,0.970134646,651,366,285,1294,932,362,664,651,13,2.49,-0.739777992,0.539308519,2.832361088,0.945677745,0.180203835,-0.18758932,-0.379282881,0.623319325,1.221567189,-0.273829538,-0.129426949,0.129426949,1.987711214,0.038414471,-0.256325186,1.3162604,-1.3162604,25.72363869,0.039514038
525,G1700310160200,2011-2015,Illinois,17,Cook County,31,160200,"Census Tract 1602, Cook County, Illinois",21,1795,1500,3295,2411,2215,1258,0.336561276,1298,736,562,2725,1897,828,1383,1298,85,2.51,-0.161547186,-0.606595351,-0.686594065,-0.524572344,1.091442275,0.008470987,-0.709878559,0.561416168,1.060762166,-0.232867547,-0.100990276,0.100990276,2.099383667,0.127810588,-0.175785083,0.851559999,-0.851559999,20.64343498,0.015904033
526,G1700310160601,2011-2015,Illinois,17,Cook County,31,160601,"Census Tract 1606.01, Cook County, Illinois",21,2179,2204,4383,2850,2009,996,0.279172794,1385,840,545,3427,2466,961,1479,1385,94,3.16,0.261548526,0.902643892,-0.686594065,-0.12739578,0.0049951,0.208859545,0.347447269,-0.04218168,0.423275859,0.279632863,0.132163638,-0.132163638,2.474368231,1.083706561,-0.120713443,0.828305562,-0.828305562,25.78075341,0.018614262
527,G1700310191000,2011-2015,Illinois,17,Cook County,31,191000,"Census Tract 1910, Cook County, Illinois",21,1423,1319,2742,1661,794,106,-0.259758598,718,609,109,2069,1383,686,766,718,48,3.82,1.78469309,1.042388267,-0.686594065,-0.11345976,-0.345422369,0.638930618,0.943706753,-0.855120087,-1.033730909,0.815233379,1.559789615,-1.559789615,2.881615599,1.520201798,0.136710709,0.838216767,-0.838216767,22.85826213,0.03183602
528,G1700310243300,2011-2015,Illinois,17,Cook County,31,243300,"Census Tract 2433, Cook County, Illinois",21,1116,1321,2437,2046,1867,1209,0.79431172,1176,517,659,2141,1863,278,1278,1176,102,2.07,-0.796190754,-0.858135225,-0.686594065,1.015357844,1.059307922,-0.448237617,-0.78831978,0.281028492,1.210867605,-0.614514418,-0.853520884,0.853520884,1.820578231,0.495469127,-0.570932719,0.647941611,-0.647941611,25.5845277,0.021755551
529,G1700310260100,2011-2015,Illinois,17,Cook County,31,260100,"Census Tract 2601, Cook County, Illinois",21,454,560,1014,691,506,38,-1.424948401,535,151,384,828,335,493,905,535,370,1.9,-0.852603516,-1.081726224,-0.686594065,-1.771846116,-0.270442212,-0.553891599,-0.974130273,-1.232602115,-1.229028723,-0.759360057,-1.783152742,1.783152742,1.547663551,-2.375025722,0.103312033,-3.002748955,3.002748955,69.97006292,0.130785164
530,G1700310320600,2011-2015,Illinois,17,Cook County,31,320600,"Census Tract 3206, Cook County, Illinois",21,2302,2489,4791,4066,4025,3271,1.323854326,2692,1109,1583,4447,3573,874,2886,2692,194,1.78,-1.487247084,-1.151598411,3.36352413,2.732972284,1.089912068,-0.547020539,-1.270517145,0.0630744,1.687664687,-0.853993282,-1.016929942,1.016929942,1.651931649,-0.274331543,-0.484060334,0.78764527,-0.78764527,27.43459995,0.010191159
